CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1CC4=C5C(O[C@@H]2[C@@]35CCN1CC1CC1)=C(O)C=C4
[H][C@@]12C=C[C@H](OC(C)=O)[C@@H]3OC4=C(OC(C)=O)C=CC5=C4[C@]13CCN(C)[C@@H]2C5
CCC(=O)C(C[C@@H](C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1
CC(OC1=C(Cl)C=CC=C1Cl)C1=NCCN1
CC[C@H](OC(C)=O)C(C[C@H](C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1
CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1
ClC1=CC=CC(Cl)=C1NC1=NCCN1
[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(CC3CC3)[C@]([H])(C4)[C@]1(O)CCC2=O
OC1=CC=C2C[C@H]3N(CC4CC4)CC[C@@]45[C@@H](OC1=C24)C(=C)CC[C@@]35O
[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(CC3CC3)[C@]([H])(C4)[C@]1(O)CCC2=O
CC(=O)NCCCS(O)(=O)=O
CCN(CC)C(=S)SSC(=S)N(CC)CC
OC1N=C(C2=CC=CC=C2)C2=C(NC1=O)C=CC(Cl)=C2
OC1N=C(C2=CC=CC=C2Cl)C2=C(NC1=O)C=CC(Cl)=C2
ClC1=CC=CC(=C1)N1CCN(CCCN2N=C3C=CC=CN3C2=O)CC1
[H][C@@]12CNC[C@@]([H])(C1)C1=CC=CC(=O)N1C2
C1C2CNCC1C1=C2C=C2N=CC=NC2=C1
CN1CCC[C@H]1C1=CN=CC=C1
CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1
